"Bill_id","History_date","History_description","History_refid"
"SB440","03/03/16","H Passed House with substitute (95-Y 2-N)",""
"SB440","03/03/16","H VOTE: PASSAGE (95-Y 2-N)","HV1148"
"SB440","03/07/16","S House substitute rejected by Senate (0-Y 40-N)","SV0884"
"SB440","03/08/16","H House insisted on substitute",""
"SB440","03/08/16","H House requested conference committee",""
"SB440","03/09/16","S Senate acceded to request (40-Y 0-N)","SV0973"
"SB440","03/09/16","S Conferees appointed by Senate",""
"SB440","03/09/16","S Senators: Saslaw, Dunnavant, Carrico",""
"SB440","03/10/16","H Conferees appointed by House",""
"SB440","03/10/16","H Delegates: Cox, Greason, Torian",""
"SB440","03/11/16","S No further action taken",""
"SB440","03/11/16","S Failed to pass in Senate",""
"SB441","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101706D",""
"SB441","01/12/16","S Referred to Committee on Education and Health",""
"SB441","01/21/16","S Assigned Education sub: Public Education",""
"SB441","01/29/16","S Impact statement from DOE/COO (SB441)",""
"SB441","02/04/16","S Incorporated by Education and Health (SB203-Miller) (15-Y 0-N)","S04V0064"
"SB442","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16102529D",""
"SB442","01/12/16","S Referred to Committee on Commerce and Labor",""
"SB442","01/29/16","S Impact statement from SCC (SB442)",""
"SB442","02/08/16","S Continued to 2017 in Commerce and Labor (14-Y 0-N)","S02V0052"
"SB443","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16102219D",""
"SB443","01/12/16","S Referred to Committee on Agriculture, Conservation and Natural Resources",""
"SB443","01/21/16","S Reported from Agriculture, Conservation and Natural Resources with amendments (15-Y 0-N)","S01V0016"
"SB443","01/25/16","S Constitutional reading dispensed (39-Y 0-N)","SV0072"
"SB443","01/26/16","S Read second time",""
"SB443","01/26/16","S Reading of amendments waived",""
"SB443","01/26/16","S Committee amendments agreed to",""
"SB443","01/26/16","S Engrossed by Senate as amended SB443E",""
"SB443","01/26/16","S Printed as engrossed 16102219D-E",""
"SB443","01/27/16","S Read third time and passed Senate (40-Y 0-N)","SV0090"
"SB443","02/03/16","H Placed on Calendar",""
"SB443","02/03/16","H Read first time",""
"SB443","02/03/16","H Referred to Committee on Agriculture, Chesapeake and Natural Resources",""
"SB443","02/08/16","S Impact statement from DPB (SB443E)",""
"SB443","02/08/16","H Assigned ACNR sub: Chesapeake",""
"SB443","02/18/16","H Subcommittee recommends reporting with amendment(s) (8-Y 0-N)","H0103V0025"
"SB443","02/24/16","H Reported from Agriculture, Chesapeake and Natural Resources with substitute (22-Y 0-N)","H01V0100"
"SB443","02/24/16","H Committee substitute printed 16105665D-H1",""
"SB443","02/25/16","H Read second time",""
"SB443","02/26/16","H Read third time",""
"SB443","02/26/16","H Committee substitute agreed to 16105665D-H1",""
"SB443","02/26/16","H Engrossed by House - committee substitute SB443H1",""
"SB443","02/26/16","H Passed House with substitute BLOCK VOTE (97-Y 0-N)",""
"SB443","02/26/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0993"
"SB443","03/01/16","S House substitute agreed to by Senate (39-Y 0-N)","SV0741"
"SB443","03/01/16","S Title replaced 16105665D-H1",""
"SB443","03/02/16","S Enrolled",""
"SB443","03/02/16","S Bill text as passed Senate and House (SB443ER)",""
"SB443","03/02/16","H Signed by Speaker",""
"SB443","03/04/16","S Impact statement from DPB (SB443ER)",""
"SB443","03/05/16","S Signed by President",""
"SB443","03/07/16","S Enrolled Bill Communicated to Governor on 3/7/2016",""
"SB443","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB444","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16100742D",""
"SB444","01/12/16","S Referred to Committee on Finance",""
"SB444","01/16/16","S Impact statement from TAX (SB444)",""
"SB444","02/03/16","S Committee substitute printed 16105067D-S1",""
"SB444","02/03/16","S Reported from Finance with substitute (15-Y 0-N)","S05V0055"
"SB444","02/04/16","S Constitutional reading dispensed (40-Y 0-N)","SV0201"
"SB444","02/05/16","S Read second time",""
"SB444","02/05/16","S Reading of substitute waived",""
"SB444","02/05/16","S Committee substitute agreed to 16105067D-S1",""
"SB444","02/05/16","S Engrossed by Senate - committee substitute SB444S1",""
"SB444","02/08/16","S Read third time and passed Senate (40-Y 0-N)","SV0228"
"SB444","02/11/16","H Placed on Calendar",""
"SB444","02/11/16","H Read first time",""
"SB444","02/11/16","H Referred to Committee on Finance",""
"SB444","02/16/16","H Assigned Finance sub: Subcommittee #2",""
"SB444","02/16/16","S Impact statement from TAX (SB444S1)",""
"SB444","02/17/16","H Subcommittee recommends reporting (11-Y 0-N)","H1002V0046"
"SB444","02/22/16","H Reported from Finance (22-Y 0-N)","H10V0153"
"SB444","02/23/16","H Read second time",""
"SB444","02/24/16","H Read third time",""
"SB444","02/24/16","H Passed House BLOCK VOTE (100-Y 0-N)",""
"SB444","02/24/16","H VOTE: BLOCK VOTE PASSAGE (100-Y 0-N)","HV0858"
"SB444","02/25/16","S Enrolled",""
"SB444","02/25/16","S Bill text as passed Senate and House (SB444ER)",""
"SB444","02/25/16","H Signed by Speaker",""
"SB444","02/26/16","S Signed by President",""
"SB444","02/29/16","S Enrolled Bill Communicated to Governor on 2/29/16",""
"SB444","02/29/16","G Governor's Action Deadline Midnight, March 7, 2016",""
"SB444","03/01/16","S Impact statement from TAX (SB444ER)",""
"SB444","03/07/16","G Approved by Governor-Chapter 303 (effective 7/1/16)",""
"SB444","03/07/16","G Acts of Assembly Chapter text (CHAP0303)",""
"SB445","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101841D",""
"SB445","01/12/16","S Referred to Committee on Finance",""
"SB445","01/26/16","S Reported from Finance (15-Y 0-N)","S05V0014"
"SB445","01/27/16","S Constitutional reading dispensed (40-Y 0-N)","SV0105"
"SB445","01/28/16","S Read second time and engrossed",""
"SB445","01/29/16","S Read third time and passed Senate (40-Y 0-N)","SV0121"
"SB445","02/03/16","H Placed on Calendar",""
"SB445","02/03/16","H Read first time",""
"SB445","02/03/16","H Referred to Committee on Finance",""
"SB445","02/04/16","S Impact statement from TAX (SB445)",""
"SB445","02/16/16","H Assigned Finance sub: Subcommittee #2",""
"SB445","02/17/16","H Subcommittee recommends reporting with amendment(s) (11-Y 0-N)","H1002V0047"
"SB445","02/22/16","H Reported from Finance with amendment (22-Y 0-N)","H10V0154"
"SB445","02/23/16","H Read second time",""
"SB445","02/24/16","H Read third time",""
"SB445","02/24/16","H Committee amendment agreed to",""
"SB445","02/24/16","H Engrossed by House as amended",""
"SB445","02/24/16","H Passed House with amendment BLOCK VOTE (100-Y 0-N)",""
"SB445","02/24/16","H VOTE: BLOCK VOTE PASSAGE (100-Y 0-N)","HV0859"
"SB445","02/26/16","S House amendment rejected by Senate (2-Y 38-N)","SV0654"
"SB445","02/26/16","S Reconsideration of House amendment agreed to by Senate (40-Y 0-N)","SV0656"
"SB445","02/26/16","S House amendment rejected by Senate (0-Y 40-N)","SV0657"
"SB445","02/29/16","H House insisted on amendment",""
"SB445","02/29/16","H House requested conference committee",""
"SB445","03/02/16","S Senate acceded to request (40-Y 0-N)","SV0765"
"SB445","03/02/16","S Conferees appointed by Senate",""
"SB445","03/02/16","S Senators: McDougle, Vogel, Lucas",""
"SB445","03/03/16","H Conferees appointed by House",""
"SB445","03/03/16","H Delegates: Fowler, Orrock, Filler-Corn",""
"SB445","03/08/16","S Conference report agreed to by Senate (40-Y 0-N)","SV0901"
"SB445","03/08/16","H Conference report agreed to by House (99-Y 0-N)",""
"SB445","03/08/16","H VOTE: ADOPTION (99-Y 0-N)","HV1278"
"SB445","03/10/16","S Enrolled",""
"SB445","03/10/16","S Bill text as passed Senate and House (SB445ER)",""
"SB445","03/10/16","H Signed by Speaker",""
"SB445","03/10/16","S Signed by President",""
"SB445","03/11/16","S Enrolled Bill Communicated to Governor on 3/11/16",""
"SB445","03/11/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB445","03/21/16","S Impact statement from TAX (SB445ER)",""
"SB446","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16102130D",""
"SB446","01/12/16","S Referred to Committee on Privileges and Elections",""
"SB446","01/15/16","S Impact statement from DPB (SB446)",""
"SB446","01/19/16","S Reported from Privileges and Elections (7-Y 6-N)","S08V0007"
"SB446","01/21/16","S Constitutional reading dispensed (39-Y 0-N)","SV0058"
"SB446","01/25/16","S Read second time and engrossed",""
"SB446","01/26/16","S Passed by for the day",""
"SB446","01/27/16","S Passed by for the day",""
"SB446","01/28/16","S Passed by for the day",""
"SB446","01/29/16","S Passed by for the day",""
"SB446","02/01/16","S Passed by for the day",""
"SB446","02/02/16","S Read third time and passed Senate (21-Y 19-N)","SV0160"
"SB446","02/05/16","H Placed on Calendar",""
"SB446","02/05/16","H Read first time",""
"SB446","02/05/16","H Referred to Committee on Privileges and Elections",""
"SB446","02/08/16","H Assigned P & E sub: Constitutional",""
"SB446","02/29/16","H Subcommittee recommends reporting (5-Y 2-N)","H1803V0008"
"SB446","03/04/16","H Reported from Privileges and Elections (15-Y 7-N)","H18V0108"
"SB446","03/07/16","H Read second time",""
"SB446","03/08/16","H Read third time",""
"SB446","03/08/16","H Passed House (65-Y 34-N)",""
"SB446","03/08/16","H VOTE: PASSAGE (65-Y 34-N)","HV1250"
"SB446","03/09/16","S Enrolled",""
"SB446","03/09/16","S Bill text as passed Senate and House (SB446ER)",""
"SB446","03/09/16","S Impact statement from DPB (SB446ER)",""
"SB446","03/09/16","H Signed by Speaker",""
"SB446","03/10/16","S Signed by President",""
"SB446","03/11/16","S Enrolled Bill Communicated to Governor on 3/11/16",""
"SB446","03/11/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB446","03/25/16","G Approved by Governor-Chapter 506 (effective - see bill)",""
"SB447","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101750D",""
"SB447","01/12/16","S Referred to Committee on General Laws and Technology",""
"SB447","01/18/16","S Reported from General Laws and Technology (9-Y 6-N)","S12V0014"
"SB447","01/20/16","S Constitutional reading dispensed (39-Y 0-N)","SV0035"
"SB447","01/21/16","S Read second time and engrossed",""
"SB447","01/25/16","S Passed by for the day",""
"SB447","01/26/16","S Read third time and passed Senate (21-Y 18-N 1-A)","SV0079"
"SB447","02/03/16","H Placed on Calendar",""
"SB447","02/03/16","H Read first time",""
"SB447","02/03/16","H Referred to Committee for Courts of Justice",""
"SB447","02/12/16","S Impact statement from DPB (SB447)",""
"SB447","02/16/16","H Assigned Courts sub: Civil Law",""
"SB447","02/22/16","H Subcommittee recommends reporting (7-Y 2-N)","H0802V0091"
"SB447","03/02/16","H Reported from Courts of Justice (15-Y 7-N)","H08V0418"
"SB447","03/02/16","H Referred to Committee on Appropriations",""
"SB447","03/03/16","H Assigned App. sub: General Government & Capital Outlay",""
"SB447","03/07/16","H Continued to 2017 in Appropriations","H02V0144"
"SB448","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16101763D",""
"SB448","01/12/16","S Referred to Committee on Transportation",""
"SB448","01/20/16","S Reported from Transportation with amendments (12-Y 0-N)","S11V0020"
"SB448","01/25/16","S Constitutional reading dispensed (39-Y 0-N)","SV0072"
"SB448","01/26/16","S Read second time",""
"SB448","01/26/16","S Reading of amendments waived",""
"SB448","01/26/16","S Committee amendments agreed to",""
"SB448","01/26/16","S Engrossed by Senate as amended SB448E",""
"SB448","01/26/16","S Printed as engrossed 16101763D-E",""
"SB448","01/27/16","S Read third time and passed Senate (40-Y 0-N)","SV0090"
"SB448","02/03/16","H Placed on Calendar",""
"SB448","02/03/16","H Read first time",""
"SB448","02/03/16","H Referred to Committee on Transportation",""
"SB448","02/18/16","H Reported from Transportation (21-Y 0-N)","H19V0199"
"SB448","02/19/16","H Read second time",""
"SB448","02/22/16","H Read third time",""
"SB448","02/22/16","H Passed House BLOCK VOTE (100-Y 0-N)",""
"SB448","02/22/16","H VOTE: BLOCK VOTE PASSAGE (100-Y 0-N)","HV0758"
"SB448","02/23/16","S Enrolled",""
"SB448","02/23/16","S Bill text as passed Senate and House (SB448ER)",""
"SB448","02/23/16","S Impact statement from DPB (SB448ER)",""
"SB448","02/23/16","S Signed by President",""
"SB448","02/23/16","H Signed by Speaker",""
"SB448","02/23/16","S Enrolled Bill Communicated to Governor on 2/23/16",""
"SB448","02/23/16","G Governor's Action Deadline Midnight, March 1, 2016",""
"SB448","03/01/16","G Approved by Governor-Chapter 138 (effective 7/1/16)",""
"SB448","03/01/16","G Acts of Assembly Chapter text (CHAP0138)",""
"SB449","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16102375D",""
"SB449","01/12/16","S Referred to Committee on Finance",""
"SB449","02/02/16","S Impact statement from DPB (SB449)",""
"SB449","02/09/16","S Reported from Finance with substitute (15-Y 0-N)","S05V0082"
"SB449","02/09/16","S Committee substitute printed 16105302D-S1",""
"SB449","02/10/16","S Constitutional reading dispensed (40-Y 0-N)","SV0313"
"SB449","02/11/16","S Passed by for the day",""
"SB449","02/12/16","S Read second time",""
"SB449","02/12/16","S Reading of substitute waived",""
"SB449","02/12/16","S Committee substitute agreed to 16105302D-S1",""
"SB449","02/12/16","S Reading of amendment waived",""
"SB449","02/12/16","S Amendment by Senator Norment agreed to",""
"SB449","02/12/16","S Engrossed by Senate - committee substitute with amendment SB449ES1",""
"SB449","02/12/16","S Constitutional reading dispensed (39-Y 0-N)","SV0353"
"SB449","02/12/16","S Passed Senate (34-Y 5-N)","SV0356"
"SB449","02/12/16","S Printed as engrossed 16105302D-ES1",""
"SB449","02/17/16","H Placed on Calendar",""
"SB449","02/17/16","H Read first time",""
"SB449","02/17/16","H Referred to Committee on Appropriations",""
"SB449","02/18/16","S Impact statement from DPB (SB449ES1)",""
"SB449","03/07/16","H Reported from Appropriations with substitute (20-Y 0-N)","H02V0146"
"SB449","03/07/16","H Committee substitute printed 16106089D-H1",""
"SB449","03/08/16","S Impact statement from DPB (SB449H1)",""
"SB449","03/09/16","H Read second time",""
"SB449","03/10/16","H Read third time",""
"SB449","03/10/16","H Committee substitute agreed to 16106089D-H1",""
"SB449","03/10/16","H Engrossed by House - committee substitute SB449H1",""
"SB449","03/10/16","H Passed House with substitute (90-Y 7-N)",""
"SB449","03/10/16","H VOTE: PASSAGE (90-Y 7-N)","HV1317"
"SB449","03/10/16","S House substitute agreed to by Senate (34-Y 5-N)","SV1025"
"SB449","03/10/16","S Title replaced 16106089D-H1",""
"SB449","03/11/16","S Enrolled",""
"SB449","03/11/16","S Bill text as passed Senate and House (SB449ER)",""
"SB449","03/11/16","S Signed by President",""
"SB449","03/11/16","H Signed by Speaker",""
"SB449","03/16/16","S Enrolled Bill Communicated to Governor on 3/16/16",""
"SB449","03/16/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"SB450","01/12/16","S Prefiled and ordered printed; offered 01/13/16 16100636D",""
"SB450","01/12/16","S Referred to Committee for Courts of Justice",""
"SB450","01/18/16","S Stricken at the request of Patron in Courts of Justice (14-Y 0-N)","S03V0032"
"SB451","01/12/16","S Prefiled and ordered printed with emergency clause; offered 01/13/16 16101771D",""
"SB451","01/12/16","S Referred to Committee on Local Government",""
"SB451","01/18/16","S Impact statement from DHCD (SB451)",""
"SB451","02/02/16","S Reported from Local Government (12-Y 0-N)","S07V0027"
